72,525,4
72,526,4
72,527,4
409,527,4
72,528,4
409,528,4
72,530,4
409,530,4
455,549,4
72,550,4
455,550,4
72,566,4
72,568,4
455,568,4
72,581,4
72,582,4
455,584,4
455,591,4
72,603,4
409,604,4
409,606,4
409,608,4
409,618,4
72,628,4
455,628,4
409,633,4
72,642,4
72,644,4
455,647,4
72,649,4
72,654,4
455,660,4
455,662,4
409,663,4
409,664,4
409,684,4
72,684,4
72,685,4
455,694,4
409,708,4
72,708,4
409,709,4
409,733,4
455,747,4
72,770,4
455,778,4
72,844,4
409,854,4
409,855,4
72,866,4
455,939,4
455,942,4
72,972,4
409,995,4
409,1021,4
409,1050,4
72,1051,4
409,1070,4
409,1073,4
409,1099,4
72,1148,4
455,1160,4
455,1167,4
409,1176,4
455,1197,4
409,1369,4
409,1524,4
409,1537,4
409,1541,4
409,1593,4
72,9,5
72,12,5
409,14,5
72,15,5
72,25,5
72,45,5
409,50,5
455,50,5
455,56,5
72,56,5
409,59,5
409,60,5
72,64,5
455,82,5
409,89,5
72,96,5
409,97,5
455,97,5
409,98,5
72,98,5
72,100,5
409,100,5
455,126,5
72,127,5
455,127,5
72,134,5
409,134,5
455,135,5
409,135,5
72,147,5
409,154,5
72,161,5
409,168,5
409,172,5
72,174,5
409,178,5
409,179,5
409,180,5
72,182,5
409,186,5
409,191,5
455,191,5
72,191,5
72,195,5
455,197,5
72,197,5
72,198,5
455,200,5
409,203,5
409,204,5
409,209,5
72,212,5
455,258,5
409,286,5
455,286,5
72,318,5
409,357,5
72,423,5
455,423,5
72,427,5
409,427,5
409,429,5
72,435,5
409,474,5
409,479,5
72,480,5
409,480,5
409,489,5
72,493,5
409,496,5
409,505,5
455,511,5
409,511,5
409,514,5
72,520,5
409,529,5
72,553,5
72,591,5
409,603,5
409,607,5
409,615,5
409,647,5
72,655,5
409,659,5
409,661,5
409,923,5
409,1020,5
72,1147,5
409,1194,5
409,1449,5
409,1512,5
409,1558,5
